FIRM,Class,Start,End,TOD,FIRMF,Length,Night,Gap,WS,Idx,Base,StartAdj,LenAdj,Comp,Trans,Press,P1S,P1L,P2S,P2L,MalAdj,NFZ,WNFZ,AFZ,WAFZ,MFZ,WMFZ,NBad,TIW,RIW,HIW,SIW,CCW
5,0,734,1255,-1,5,521,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,360,11,0,0,0,0,0,1,0,0,0,360,0,0,1,0.00
3,0,734,1210,-1,3,476,0,974,0,5,6.00,0.00,0.00,0.00,0.00,-2.67,4,466,5,531,1,0,0,0,1,0,0,0,2794,0,0,3,1.00
5,0,615,1020,-1,5,405,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,3,511,4,511,1,0,0,0,1,0,0,0,2569,0,0,1,0.00
5,1,734,1404,990,4,670,0,989,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,451,5,365,1,0,0,1,1,0,0,0,1763,0,0,2,0.00
1,0,1247,2067,-1,1,820,1,999,1,1,3.00,0.00,-1.75,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
1,0,347,837,-1,1,490,0,765,0,4,6.00,-3.25,0.00,0.00,0.00,-2.00,5,405,4,725,1,0,0,0,0,0,1,0,1540,0,0,2,4.00
0,0,723,1012,-1,0,289,0,722,0,6,6.00,0.00,0.00,0.00,-2.00,-3.67,1,499,-1,755,1,0,0,0,1,0,0,0,3249,2,0,2,2.00
5,1,842,1562,990,4,720,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,530,0,289,1,0,0,1,1,0,0,0,530,0,0,1,0.00
2,0,1320,1835,-1,2,515,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
5,0,930,1530,-1,5,600,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,-2,540,3,775,1,0,0,0,1,0,0,0,2630,0,1,4,0.00
4,0,660,1350,-1,4,690,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,-5,615,-3,645,1,0,0,0,1,0,0,0,2110,1,2,4,0.00
5,1,780,990,990,5,210,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,1,665,-1,740,1,0,0,1,1,0,0,0,665,0,0,1,0.00
2,0,1185,1820,-1,2,635,1,715,0,2,3.00,0.00,0.00,0.00,0.00,-1.00,2,740,11,0,0,0,1,0,0,0,0,0,740,0,0,1,0.00
-10,0,210,690,-1,-10,480,0,600,0,11,6.00,-4.50,0.00,-1.00,-1.00,-11.00,-10,810,-3,510,1,0,1,0,0,0,0,1,4661,0,4,4,2.50
1,1,780,990,990,1,210,0,999,0,4,6.00,0.00,0.00,0.00,-2.00,-2.67,0,545,0,775,1,0,0,1,1,0,0,0,3100,1,0,4,0.00
3,0,600,1290,-1,3,690,0,855,0,5,6.00,0.00,0.00,0.00,0.00,-3.00,4,585,4,750,0,0,0,0,1,0,0,0,2745,0,0,1,0.00
4,0,600,1350,-1,4,750,0,999,1,1,6.00,0.00,-0.25,0.00,0.00,0.00,2,745,2,905,1,0,0,0,1,0,0,0,3435,0,0,2,0.00
-6,1,1320,2430,2430,-6,1110,1,999,1,1,3.00,0.00,-8.00,0.00,-1.00,0.00,4,705,4,730,1,0,1,1,1,0,0,0,2775,0,0,1,0.00
5,0,600,1245,-1,5,645,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,585,4,750,0,0,0,0,1,0,0,0,2745,0,0,1,0.00
3,0,540,1415,-1,3,875,0,645,0,3,6.00,0.00,-1.50,-0.25,0.00,-1.33,4,735,4,720,1,0,0,0,1,0,0,0,1455,0,0,1,0.50
-6,1,1320,2430,2430,-6,1110,1,999,1,1,3.00,0.00,-8.00,0.00,-1.00,0.00,3,705,4,730,1,0,1,1,1,0,0,0,3495,0,0,1,0.00
5,0,1099,1448,-1,5,349,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
-3,0,719,1650,-1,-3,931,1,999,1,1,3.00,0.00,-6.00,0.00,0.00,0.00,1,665,2,720,1,0,1,0,1,0,0,0,2084,0,0,1,0.00
-5,0,480,1110,-1,-5,630,0,999,0,11,6.00,0.00,0.00,0.00,-1.00,-10.33,-4,58,-7,373,1,0,0,0,1,0,0,0,3719,0,5,4,2.50
2,1,630,990,990,2,360,0,999,0,2,6.00,0.00,0.00,0.00,-3.00,-0.67,1,689,0,555,1,0,0,1,1,0,0,0,2567,1,2,3,3.00
4,0,1015,1505,-1,4,490,0,999,0,4,6.00,0.00,0.00,0.00,0.00,-2.00,5,575,5,655,0,0,0,0,0,0,0,0,2125,0,0,2,0.00
3,1,755,990,990,3,235,0,999,0,3,6.00,0.00,0.00,0.00,-1.00,-1.67,0,718,2,550,1,0,0,1,1,0,0,0,4039,1,2,6,6.00
-1,0,1020,1740,-1,-1,720,1,835,0,4,3.00,0.00,0.00,0.00,-1.00,-3.00,-1,755,1,680,0,0,1,0,0,0,0,0,3407,2,0,3,0.00
-1,0,925,1627,-1,-1,702,1,515,0,2,3.00,0.00,0.00,-3.25,0.00,-1.00,2,585,2,660,1,0,1,0,1,0,0,0,1245,0,0,2,3.50
5,1,755,990,990,5,235,0,902,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,4,683,3,660,1,0,0,1,1,0,0,0,1943,1,0,3,0.00
2,0,330,1110,-1,2,780,0,999,1,1,6.00,-3.50,-0.50,0.00,0.00,0.00,4,695,4,700,0,0,0,0,1,0,1,0,1395,0,0,1,0.00
3,0,360,1100,-1,3,740,0,690,0,3,6.00,-2.00,-0.12,0.00,0.00,-1.33,3,750,3,750,1,0,0,0,1,0,1,0,2735,0,0,2,0.00
2,1,570,1400,990,1,830,0,705,0,6,6.00,0.00,0.00,0.00,0.00,-3.67,3,720,3,790,1,0,0,1,1,0,0,0,3635,0,0,3,0.00
2,0,1215,1935,-1,2,720,1,999,0,2,3.00,0.00,0.00,0.00,0.00,-1.00,2,740,11,0,0,0,1,0,0,0,0,0,740,0,0,1,0.00
5,0,930,1245,-1,5,315,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,5,510,1,718,1,0,0,0,1,0,0,0,1228,0,0,2,0.00
5,1,570,1400,990,4,830,0,705,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,4,720,2,570,1,0,0,1,1,0,0,0,3051,1,1,4,0.00
5,0,900,1253,-1,5,353,0,950,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,490,3,340,0,0,0,0,1,0,0,0,1782,0,0,1,0.00
3,0,780,1094,-1,3,314,0,690,0,5,6.00,0.00,0.00,0.00,0.00,-2.67,4,630,5,383,1,0,0,0,1,0,0,0,1942,0,0,1,1.00
5,2,900,1374,990,5,474,0,953,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,487,4,466,1,0,0,1,1,0,0,0,2165,0,0,3,0.00
5,0,990,1445,-1,5,455,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
5,0,900,1505,-1,5,605,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,353,5,490,1,0,0,0,1,0,0,0,1258,0,0,2,0.00
4,0,510,1220,-1,4,710,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,-2,493,-1,465,1,0,0,0,1,0,0,0,2148,0,1,2,0.00
5,2,900,1374,990,5,474,0,953,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,487,0,466,1,0,0,1,1,0,0,0,2655,0,0,3,0.00
2,0,1300,1845,-1,2,545,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
0,0,430,965,-1,0,535,0,535,0,6,6.00,-0.75,0.00,-2.00,0.00,-3.33,3,440,4,680,1,0,0,0,1,0,0,0,3550,0,0,4,3.00
5,0,910,1505,-1,5,595,0,995,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,4,700,5,550,1,0,0,0,1,0,0,0,3510,0,0,4,3.50
-1,1,700,1615,990,-10,915,0,555,0,6,6.00,0.00,0.00,-1.75,-2.00,-3.67,1,625,-1,600,1,0,1,1,1,0,0,0,3525,2,0,4,9.00
-1,0,1210,1590,-1,-1,380,0,999,0,6,6.00,0.00,0.00,0.00,-3.00,-3.67,0,460,-1,485,0,0,1,0,0,0,0,0,2011,2,0,5,0.00
-5,0,40,500,-1,-5,460,1,600,0,4,3.00,0.00,0.00,-2.00,-3.00,-2.67,2,390,-3,455,1,0,1,0,0,0,0,0,2200,3,3,4,0.00
-4,1,700,1615,990,-10,915,0,555,0,6,6.00,0.00,0.00,-1.75,-4.00,-4.00,-1,625,-3,650,1,0,1,1,1,0,0,0,2549,3,2,5,3.50
5,0,820,1420,-1,5,600,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,-2,545,1,660,0,0,0,0,1,0,0,0,3165,0,1,2,0.00
3,0,775,1321,-1,3,546,0,908,0,5,6.00,0.00,0.00,0.00,0.00,-2.67,4,532,5,630,1,0,0,0,1,0,0,0,2427,0,0,1,0.00
5,1,775,1480,990,4,705,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,519,4,685,1,0,0,1,1,0,0,0,2205,0,0,2,0.00
5,0,775,1425,-1,5,650,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,3,535,4,542,0,0,0,0,1,0,0,0,2317,0,0,1,0.00
3,0,775,1321,-1,3,546,0,908,0,5,6.00,0.00,0.00,0.00,0.00,-2.67,4,532,5,630,1,0,0,0,1,0,0,0,3120,0,0,1,0.00
5,1,775,1480,990,4,705,0,740,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,4,700,3,520,1,0,0,1,1,0,0,0,2515,0,0,1,0.00
-1,0,1400,2140,-1,-1,740,1,999,0,3,3.00,0.00,-0.50,0.00,-2.00,-1.67,3,495,1,825,0,0,1,0,0,0,0,0,1320,1,0,2,0.00
4,0,785,1565,-1,4,780,0,680,0,2,6.00,0.00,-0.50,0.00,0.00,-0.67,4,820,-5,725,1,0,0,0,1,0,0,0,3140,0,2,2,0.00
-9,1,770,1700,990,-10,930,0,999,0,11,6.00,0.00,0.00,0.00,-4.00,-11.33,-10,840,-7,555,1,0,1,1,1,0,0,1,3506,1,5,4,2.50
2,0,685,1410,-1,2,725,0,940,0,6,6.00,0.00,0.00,0.00,0.00,-3.67,3,415,0,645,0,0,0,0,1,0,0,0,2650,0,0,3,0.50
4,0,785,1570,-1,4,785,0,670,0,2,6.00,0.00,-0.62,0.00,0.00,-0.67,4,830,2,725,1,0,0,0,1,0,0,0,830,0,0,1,0.00
-10,1,770,1705,990,-10,935,0,999,0,11,6.00,0.00,0.00,0.00,-4.00,-11.83,-10,855,-10,900,1,0,1,1,1,0,0,2,3990,2,5,5,0.00
-10,0,1170,1985,-1,-10,815,1,530,0,8,3.00,0.00,-1.50,-3.25,-3.00,-8.17,-2,175,-6,700,0,0,1,0,0,0,0,0,4005,3,4,4,0.00
1,0,985,1580,-1,1,595,0,999,0,4,6.00,0.00,0.00,0.00,-3.00,-2.33,1,480,0,480,1,0,0,0,1,0,0,0,2605,1,1,3,0.00
3,1,680,1440,990,3,760,0,999,1,1,6.00,0.00,0.00,0.00,-3.00,0.00,-3,795,-1,475,1,0,0,1,1,0,0,0,2759,0,2,3,0.00
-1,0,1290,2005,-1,-1,715,1,640,0,2,3.00,0.00,0.00,-1.25,-2.00,-1.00,1,530,2,164,0,0,1,0,0,0,0,0,2014,0,0,3,4.50
2,0,790,1335,-1,2,545,0,999,0,3,6.00,0.00,0.00,0.00,-2.00,-1.67,1,520,2,490,1,0,0,0,1,0,0,0,1010,0,0,1,0.00
5,1,680,1435,990,4,755,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,2,360,0,189,1,0,0,1,1,0,0,0,2204,1,0,3,0.00
2,0,425,857,-1,2,432,0,999,0,2,6.00,-1.00,0.00,0.00,-2.00,-0.67,2,500,5,360,0,0,0,0,0,0,0,0,2020,0,0,3,0.00
5,0,485,1115,-1,5,630,0,999,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,4,725,5,440,1,0,0,0,1,0,0,0,1165,0,0,2,0.00
-1,1,875,1375,990,-1,500,0,999,0,7,6.00,0.00,0.00,0.00,-2.00,-4.67,-3,206,-4,470,1,0,0,1,1,0,0,0,3061,1,2,6,0.00
4,0,875,1585,-1,4,710,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,730,4,750,0,0,0,0,1,0,0,0,2280,0,0,2,0.00
4,0,655,1375,-1,4,720,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,3,435,2,525,1,0,0,0,1,0,0,0,960,0,0,2,0.00
5,1,875,1385,990,5,510,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,5,570,0,290,1,0,0,1,1,0,0,0,860,0,0,2,0.00
4,0,660,1360,-1,4,700,0,999,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,2,355,4,765,0,0,0,0,1,0,0,0,3510,0,0,2,3.00
-3,0,670,1075,-1,-3,405,0,480,0,6,6.00,0.00,0.00,-3.00,-2.00,-4.17,-10,970,1,365,1,0,0,0,1,0,0,1,4029,2,2,3,1.00
5,1,660,1665,990,-8,1005,0,999,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,2,440,4,770,1,0,1,1,1,0,0,0,3324,0,1,2,4.50
4,0,660,1430,-1,4,770,0,999,1,1,6.00,0.00,-0.38,0.00,0.00,0.00,0,495,4,695,0,0,0,0,1,0,0,0,2820,0,0,2,2.00
1,0,565,930,-1,1,365,0,480,0,4,6.00,0.00,0.00,-3.00,0.00,-2.00,2,865,-2,1034,1,0,0,0,1,0,0,0,4159,0,2,3,6.50
5,1,660,1665,990,-8,1005,0,999,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,2,495,4,770,1,0,1,1,1,0,0,0,3389,0,1,2,7.00
5,0,703,1288,-1,5,585,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
0,0,328,973,-1,0,645,0,570,0,2,6.00,-2.50,0.00,-1.50,-1.00,-0.67,5,225,-10,970,1,0,0,0,1,0,0,0,2461,1,2,5,3.50
2,0,1303,1543,-1,2,240,0,280,0,1,6.00,0.00,-4.00,0.00,0.00,0.00,2,530,5,580,1,0,0,0,0,0,0,0,1110,0,0,2,0.00
5,1,473,1243,1050,4,770,0,750,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,4,670,2,240,1,0,0,0,1,0,0,0,670,0,0,1,0.00
-7,0,1193,2168,-1,-7,975,1,999,1,1,3.00,0.00,-8.00,0.00,-2.00,0.00,5,495,11,0,0,0,1,0,0,0,0,0,495,0,0,1,0.00
2,0,493,1543,-1,2,1050,0,999,1,1,6.00,0.00,-4.00,0.00,0.00,0.00,-7,975,5,495,1,0,0,0,1,0,0,0,0,0,0,0,0.00
5,1,473,1243,1050,4,770,0,750,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,4,670,2,1050,1,0,0,0,1,0,0,0,670,0,0,1,0.00
1,0,1275,1860,-1,1,585,1,999,1,1,3.00,0.00,0.00,0.00,-2.00,0.00,5,465,5,210,0,0,1,0,0,0,0,0,675,0,0,2,0.00
5,1,570,1305,1050,4,735,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,195,5,590,1,0,0,0,1,0,0,0,1340,0,0,2,2.00
0,0,645,915,-1,0,270,0,999,0,6,6.00,0.00,0.00,0.00,-2.00,-3.67,-1,320,0,435,0,0,0,0,1,0,0,0,1730,1,0,4,0.00
-3,0,956,1436,-1,-3,480,0,957,0,9,6.00,0.00,0.00,0.00,-2.00,-6.67,-1,480,0,365,1,0,0,0,1,0,0,0,2245,0,0,5,1.00
4,1,570,1305,1050,4,735,0,999,0,3,6.00,0.00,0.00,0.00,-1.00,-1.33,1,495,2,285,1,0,0,0,1,0,0,0,1965,1,0,2,0.00
0,0,205,515,-1,0,310,0,999,0,2,6.00,-4.50,0.00,0.00,-1.00,-0.67,4,840,2,615,0,0,1,0,0,0,0,0,1820,0,0,3,0.00
-10,0,320,845,-1,-10,525,0,999,0,12,6.00,-2.75,0.00,0.00,-5.00,-12.67,-10,430,-10,310,1,0,0,0,0,0,0,2,2655,2,5,5,6.50
5,2,535,1430,1050,4,895,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,-10,740,-10,545,1,0,0,0,1,0,0,8,1825,0,3,2,0.00
2,0,314,974,-1,2,660,0,999,0,2,6.00,-3.75,0.00,0.00,0.00,-0.67,5,540,5,465,0,0,0,0,1,0,0,0,1530,0,0,1,0.00
5,0,824,1304,-1,5,480,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,690,5,585,1,0,0,0,1,0,0,0,1740,0,0,2,0.00
5,2,599,1319,1050,4,720,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,1,510,2,120,1,0,0,0,1,0,0,0,1910,1,0,4,0.00
-1,0,1215,1610,-1,-1,395,1,999,0,3,3.00,0.00,0.00,0.00,-2.00,-1.67,4,495,2,450,0,0,1,0,0,0,0,0,945,2,0,2,2.50
1,0,1010,1610,-1,1,600,1,999,1,1,3.00,0.00,0.00,0.00,-2.00,0.00,0,495,1,410,1,0,1,0,0,0,0,0,2831,2,0,4,7.00
3,0,740,1145,-1,3,405,0,625,0,4,6.00,0.00,0.00,-0.75,0.00,-2.00,5,365,5,555,1,0,0,0,1,0,0,0,2725,0,0,3,9.50
-4,1,830,1490,1050,-4,660,0,540,0,6,6.00,0.00,0.00,-2.00,-4.00,-4.00,-3,600,-1,390,1,0,0,0,1,0,0,0,2780,4,1,6,6.50
4,0,805,1580,-1,4,775,0,845,0,3,6.00,0.00,-0.38,0.00,0.00,-1.33,4,780,5,480,0,0,0,0,1,0,0,0,1260,0,0,2,2.00
-1,1,830,1490,1050,-1,660,0,540,0,4,6.00,0.00,0.00,-2.00,-3.00,-2.33,-1,600,1,390,1,0,0,0,1,0,0,0,2980,4,2,5,3.00
-1,0,715,1380,-1,-1,665,0,480,0,2,6.00,0.00,0.00,-3.00,-3.00,-0.67,1,710,5,525,0,0,0,0,1,0,0,0,3135,1,0,4,2.50
-4,0,620,1235,-1,-4,615,0,780,0,6,6.00,0.00,0.00,0.00,-5.00,-4.67,-3,735,-4,445,1,0,0,0,1,0,0,0,3205,2,2,5,0.50
2,1,830,1690,1050,-6,860,0,675,0,4,6.00,0.00,0.00,0.00,-2.00,-2.33,1,860,-3,465,1,0,1,0,1,0,0,0,2699,0,1,4,3.00
1,0,670,1400,-1,1,730,0,670,0,4,6.00,0.00,0.00,0.00,-3.00,-2.33,1,670,-2,355,0,0,0,0,1,0,0,0,3155,2,2,4,1.00
-3,0,185,940,-1,-3,755,0,999,0,2,6.00,-5.00,-0.38,0.00,-3.00,-0.67,-1,800,-10,720,1,0,1,0,1,0,0,0,2865,1,3,4,0.00
0,1,830,1690,1050,-7,860,0,655,0,6,6.00,0.00,0.00,-0.25,-2.00,-4.17,-10,1100,4,595,1,0,1,0,1,0,0,1,3459,1,1,4,0.00
-6,0,188,744,-1,-6,556,0,945,0,6,6.00,-4.75,0.00,0.00,-2.00,-5.17,-3,690,-1,720,0,0,1,0,0,0,0,0,3240,1,1,4,0.00
-4,0,883,1583,-1,-4,700,0,695,0,7,6.00,0.00,0.00,0.00,-4.00,-6.17,-5,540,1,358,1,0,0,0,1,0,0,0,3603,2,1,4,2.00
3,2,413,1178,1050,2,765,0,750,0,3,6.00,-1.00,0.00,0.00,-1.00,-1.33,4,420,4,675,1,0,0,0,1,0,1,0,3094,1,1,6,6.50
1,0,1223,1613,-1,1,390,1,999,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,5,610,11,0,0,0,1,0,0,0,0,0,610,1,0,1,0.00
5,0,1028,1513,-1,5,485,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,2,630,5,425,1,0,0,0,0,0,0,0,1055,0,0,2,0.00
2,0,1388,1883,-1,2,495,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,-3,605,2,615,1,0,1,0,0,0,0,0,1220,0,1,2,0.00
1,2,413,1178,1050,1,765,0,480,0,2,6.00,-1.00,0.00,-3.00,0.00,-0.67,5,395,5,510,1,0,0,0,1,0,1,0,2363,0,1,5,0.00
5,0,1043,1293,-1,5,250,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,-1,675,1,630,0,0,0,0,0,0,0,0,1500,1,0,3,0.00
-1,0,1108,1798,-1,-1,690,1,999,0,3,3.00,0.00,0.00,0.00,-2.00,-1.67,4,465,5,585,1,0,1,0,0,0,0,0,2440,1,2,3,0.00
-2,1,778,1483,1050,-2,705,0,999,0,5,6.00,0.00,0.00,0.00,-4.50,-3.33,-4,780,2,560,1,0,0,0,1,0,0,0,2580,2,1,3,0.00
3,0,363,573,-1,3,210,0,999,0,2,6.00,-2.00,0.00,0.00,0.00,-0.67,5,525,11,0,0,0,0,0,0,0,1,0,525,0,0,1,0.00
-10,0,283,853,-1,-10,570,0,720,0,11,6.00,-3.25,0.00,0.00,-4.00,-11.83,-10,825,-9,555,1,0,0,0,0,0,0,1,3765,2,6,5,5.00
-10,0,1408,2233,-1,-10,825,1,999,0,21,3.00,0.00,-1.75,0.00,-7.00,-28.50,-10,750,-10,149,1,0,1,0,0,0,0,11,4629,3,7,5,0.00
5,1,778,1483,1050,4,705,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,-2,570,-2,515,1,0,0,0,1,0,0,0,2090,1,2,4,5.00
-5,0,345,875,-1,-5,530,0,805,0,9,6.00,-3.25,0.00,0.00,0.00,-7.33,0,435,1,725,0,0,0,0,1,0,1,0,4305,0,0,3,4.00
-10,0,240,990,-1,-10,750,0,675,0,19,6.00,-4.00,-0.25,0.00,-2.00,-21.33,-10,630,-10,730,1,0,1,0,1,0,0,6,4430,2,7,4,7.00
-3,1,660,1380,1050,-3,720,0,780,0,8,6.00,0.00,0.00,0.00,-2.00,-6.50,-5,545,-3,550,1,0,0,0,1,0,0,0,4020,2,2,4,3.50
2,0,1035,1430,-1,2,395,0,999,0,3,6.00,0.00,0.00,0.00,-2.00,-1.67,-2,720,3,630,0,0,0,0,0,0,0,0,1350,2,1,2,2.00
1,0,1365,2040,-1,1,675,1,999,0,3,3.00,0.00,0.00,0.00,0.00,-2.00,2,435,2,670,1,0,1,0,0,0,0,0,2580,0,3,3,0.00
-5,0,1395,2210,-1,-5,815,1,590,0,4,3.00,0.00,-1.50,-2.25,-2.00,-2.67,-1,610,2,595,1,0,1,0,0,0,0,0,2405,2,0,4,2.50
4,1,660,1380,1050,4,720,0,750,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,5,345,-10,730,1,0,0,0,1,0,0,0,2580,2,4,5,4.50
-4,0,1140,1825,-1,-4,685,1,870,0,6,3.00,0.00,0.00,0.00,-2.00,-5.17,-3,395,-1,170,0,0,1,0,0,0,0,0,3165,1,3,5,5.50
5,0,560,1185,-1,5,625,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,-10,149,-10,545,1,0,0,0,1,0,0,3,2424,2,5,4,2.00
5,2,870,1890,1050,-6,1020,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,3,525,3,405,1,0,1,0,1,0,0,0,1380,0,0,2,2.00
2,0,880,1060,-1,2,180,0,720,0,4,6.00,0.00,0.00,0.00,-2.00,-2.33,0,430,4,580,0,0,0,0,1,0,0,0,1933,2,0,3,3.00
-2,0,445,845,-1,-2,400,0,523,0,4,6.00,-0.50,0.00,-2.25,-3.00,-2.00,2,512,2,354,1,0,0,0,0,0,0,0,2861,1,0,5,0.00
-5,2,870,1890,1050,-10,1020,0,999,0,8,6.00,0.00,0.00,0.00,-4.00,-7.33,-4,131,-5,617,1,0,1,0,1,0,0,0,2665,1,4,5,0.00
2,0,140,770,-1,2,630,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
-9,0,1175,1505,-1,-9,330,0,480,0,11,6.00,0.00,0.00,-3.00,-1.00,-10.67,-5,224,-3,270,1,0,0,0,0,0,0,0,2904,1,3,6,10.00
1,0,336,545,-1,1,209,0,901,0,4,6.00,-3.50,0.00,0.00,0.00,-2.00,1,525,5,345,1,0,0,0,0,0,1,0,1624,0,1,2,10.00
-1,1,965,1550,1050,-1,585,0,999,0,7,6.00,0.00,0.00,0.00,-2.00,-5.33,0,405,-3,930,1,0,0,0,1,0,0,0,3420,1,1,4,1.50
-2,0,1245,1795,-1,-2,550,1,480,0,2,3.00,0.00,0.00,-4.00,0.00,-1.00,2,625,11,0,0,0,1,0,0,0,0,0,625,0,0,1,3.50
-10,0,550,1055,-1,-10,505,0,635,0,11,6.00,0.00,0.00,-0.25,-5.00,-10.83,-9,660,-7,704,1,0,0,0,1,0,0,0,4149,3,7,7,9.50
1,0,500,915,-1,1,415,0,999,0,3,6.00,0.00,0.00,0.00,-3.00,-1.67,0,660,1,390,1,0,0,0,1,0,0,0,2740,1,0,5,10.00
-10,1,965,1540,1050,-10,575,0,999,0,13,6.00,0.00,0.00,0.00,-7.00,-15.67,-10,290,-10,680,1,0,0,0,1,0,0,5,3780,2,8,5,14.50
0,0,315,645,-1,0,330,0,999,0,4,6.00,-3.75,0.00,0.00,0.00,-2.00,3,380,5,270,0,0,0,0,0,0,0,0,1985,0,0,1,1.00
5,0,435,740,-1,5,305,0,999,1,1,6.00,-0.75,0.00,0.00,0.00,0.00,2,380,2,270,1,0,0,0,0,0,0,0,1735,0,0,1,0.00
3,2,435,1300,1050,2,865,0,820,0,4,6.00,-0.75,0.00,0.00,0.00,-2.00,2,650,4,805,1,0,0,0,1,0,0,0,2875,0,0,1,0.00
0,0,315,650,-1,0,335,0,990,0,4,6.00,-3.75,0.00,0.00,0.00,-2.00,3,390,5,275,0,0,0,0,0,0,0,0,2024,0,0,1,1.00
5,0,435,755,-1,5,320,0,999,1,1,6.00,-0.75,0.00,0.00,0.00,0.00,2,410,2,290,1,0,0,0,0,0,0,0,1820,0,0,1,0.00
3,2,435,1300,1050,2,865,0,770,0,4,6.00,-0.75,0.00,0.00,0.00,-2.00,2,700,4,810,1,0,0,0,1,0,0,0,2480,0,0,1,0.00
-4,0,1290,1935,-1,-4,645,1,755,0,4,3.00,0.00,0.00,0.00,-4.00,-2.67,-4,825,-1,750,0,0,1,0,0,0,0,0,3240,3,1,4,0.00
-4,1,990,1635,1050,-7,645,0,690,0,6,6.00,0.00,0.00,0.00,-5.00,-4.83,-9,885,-4,655,1,0,1,0,1,0,0,0,3345,3,4,4,0.00
2,0,1030,1757,-1,2,727,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
-7,1,990,1635,1050,-10,645,0,690,0,10,6.00,0.00,0.00,0.00,-3.00,-10.33,-10,885,-7,620,1,0,1,0,1,0,0,1,4282,2,5,4,2.50
-2,0,330,525,-1,-2,195,0,960,0,5,6.00,-2.50,0.00,0.00,-2.00,-3.67,-3,779,0,725,0,0,0,0,0,0,1,0,3004,2,2,3,0.00
-10,0,990,1510,-1,-10,520,0,999,0,13,6.00,0.00,0.00,0.00,-6.00,-15.83,-10,775,-10,655,1,0,0,0,1,0,0,4,4470,2,6,5,0.00
5,1,530,1615,1050,-5,1085,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,-10,840,-10,870,1,0,1,0,1,0,0,9,1710,0,2,2,0.00
